shelfmark,title,additional_titles,authors,language,language_codes,date,place
Or 5404,Torah (תורה),Maḥberet ha-tigan מחברת התיג'אן|Genesis|Exodus|Numbers|Leviticus|Deuteronomy,"",Hebrew,he,"",""
