shelfmark,title,additional_titles,authors,language,language_codes,date,place
a119_001,Mary Fowler-Thompson journal,"Tues. Nov 14 [18]93|Monday, Nov. 21, 93|Dec. 30, 1893|Jan. 5|June 7. -94|July 31 1895|Sept. 10, 1896|Aug. 21th 96|January 9th 1897|Language notes|What o'clock is it?|verb to hasten|horses, etc.|nouns|to answer","",Primary language: English.,eng,From 1893 to 1897,"Philadelphia, Pennsylvania|Rangoon (Burma)"
