shelfmark,title,additional_titles,authors,language,language_codes,date,place
X892.8 M311,Calligraphy samples in Persian,[Calligraphy samples in Persian]|Colophon,"Gulāb Rāʼī, Fadwá, active 19th century",Persian with two leaves in Sanskrit; colophon in Urdu,per|san urd,1823-1858?,"Agra, India"
