shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis O 29,Ajbīyah. al-Salām la-ki yā Maryam.|[أجبية]. السلام لك يا مريم,[Ajabīyah].|Nusakh al-Sabaʻ al-ṣalawāt al-laylīyah wa-al-nahārīyah.|[Ṣalāt al-Sawāʻī].|al-Salām la-ki yā Maryam.,"",Arabic and Coptic,ara|cop,between 1650 and 1750?,Egypt ;
