shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Indic 20,Collection of Jain scripture,"Table, f. 2v|Table, f. 3r|Table, f. 3v|Table, f. 4r|Pages blank from f. 89r","",In Sanskrit and Hindi,san|hin,"",""
