shelfmark,title,additional_titles,authors,language,language_codes,date,place
mssHM 9999,"Autobiography of Benjamin Frankin, (Autograph manuscript signed), 1771-1789",[Part 1]|[Part 2]|[Part 3]|[Part 4],"",Primary language: English.,eng,From 1771 to 1789,"England|France|Philadelphia, PA"
