shelfmark,title,additional_titles,authors,language,language_codes,date,place
LJS 237,Quinque libri Egesippi nacione Judei de excidio iudeorum,"Prologus, f. 2r|Liber primus, f. 2v|Liber secundus, f. 57v|Liber tertius, f. 80r|Liber quartus, f. 104v|Liber quintus, f. 127v","Josephus, Flavius",Latin,lat,ca. 1460,"Padua?, Italy"
