shelfmark,title,additional_titles,authors,language,language_codes,date,place
Halper 211,"Haggadah for Passover, probably belonging to a Palestinian rite ; Haftorah blessings ; Birkat ha-mazon","","",Hebrew; Official Aramaic (700-300 BCE); Imperial Aramaic (700-300 BCE),heb|arc,"",Orient
