shelfmark,title,additional_titles,authors,language,language_codes,date,place
UTS MS Arab. 10,Collection of treatises on Sufism and Islam,[Collection of treatises on Sufism and Islam]|Minhāj al-ʻābidīn|Ayyuhā al-walad|Waṣīyat Abī Ḥanifah|Kashf wa-al-tabyīn fī ghurūr al-khalq ajmaʻīn|Risālat al-tawḥīd,"Ghazzālī, 1058-1111|Ghazzālī, 1058-1111|Abū Ḥanīfah, -767 or 768|Ghazzālī, 1058-1111|Jaʻbarī, Arslān ibn Yaʻqūb, -1300",Arabic,ara,1724,Turkey?
