shelfmark,title,additional_titles,authors,language,language_codes,date,place
Oversize Ms. Codex 1106,History of the Reformation in Switzerland from mid-1529 through 1532 ... etc.,"History of the Reformation in Switzerland from mid-1529 through 1532, p. 1|Appendix A, p. 795 [=811]|Appendix B, p. 819 [=835]|Appendix C, p. 827 [=843]|Appendix D, p. 831 [=841]|Appendix E, p. 842 [=858]|Appendix F, p. 864 [=880]|Appendix G, p. 867 [=883]|Appendix H, p. 868 [=884]|Appendix J, p. 869 [=885]|Appendix K, p. 874 [=890]|Appendix L, p. 878 [=894]|Appendix M, p. 915 [=931]|Appendix N, p. 925 [=941]","Bullinger, Heinrich, 1504-1575|Eck, Johann, 1486-1543|Vögeli, Jörg",German,ger,ca. 1579,Switzerland
