shelfmark,title,additional_titles,authors,language,language_codes,date,place
Or 2561,Commentaries,"Commentary on Leviticus 11|Chapters 25:10-18|Chapters 25:19-26:4|Chapters 26:5-11|Chapters 26:12-51|Chapters 26:52-56|Chapters 26:57-65|Chapters 27:1-5|Chapters 27:6-11|Chapters 27:12-23|Chapters 28:1-8|Chapters 28:9-10|Chapters 28:11-15|Chapters 28:16-25|Chapters 28:26-31|Chapters 29:1-6|Chapters 29:7-11|Chapters 29:12-16|Chapters 29:35-30:1|Commentary on Deuteronomy 28 (fragment)|Commentary on Job 36:12-33, 37:22-38:34|Index|Chapter 1|Chapter 2|Chapter 15|Chapter 16|Chapter 17|Chapter 18","",Arabic,ara,"",""
