shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 723,William Gravell diary,"July 14, 1863|July 17-18, 1863|July 19, 1863|July 20, 1863|July 21-22, 1863|July 23, 1863|July 24-25, 1863|July 26, 1863|July 27-29, 1863|July 30-August 1, 1863|August 2, 1863|August 3-4, 1863|August 5, 1863|August 6, 1863|August 7, 1863|August 10, 1863|August 11-12, 1863|August 13, 1863|August 14, 1863|August 15, 1863|August 16, 1863|August 17, 1863|August 18, 1863|August 19, 1863|August 20, 1863|August 21-22, 1863|August 23, 1863|August 24, 1863|August 25, 1863|August 30, 1863|September 6, 1863|September 7-8, 1863|September 13, 1863|September 17-20, 1863|September 21-27, 1863|September 28-October 18, 1863|October 20, 1863|November 1, 1863|November 2-5, 1863|November 8-9, 1863|November 10-26, 1863|November 29-December 13, 1863|December 20-25, 1863|December 26, 1863|December 27, 1863-January 3, 1864|January 6-10, 1864|January 17-31, 1864|February 14-21, 1864|February 28-March 6, 1864|March 13-21, 1864|March 27, 1864|April 3-10, 1864|April 13, 1864|April 17-May 1, 1864|May 2-5, 1864|May 8-16, 1864|May 19-25, 1864|May 28-June 5, 1864|June 12-19, 1864|June 25-26, 1864|July 3-8, 1864|July 10-17, 1864|July 24-31, 1864|August 4, 1864|August 7-14, 1864|August 21, 1864|August 27, 1864|August 28-September 4, 1864|September 11, 1864|September 18-October 2, 1864|October 9-19, 1864|October 23-30, 1864|November 1, 1864|November 4-8, 1864|November 9-10, 1864|November 11-20, 1864|November 22-28, 1864|December 4-18, 1864|December 25-26, 1964|December 27, 1964-January 1, 1865|January 3-18, 1865|January 21, 1865|January 22-29, 1865|February 6-19, 1865|February 20-March 12, 1865|March 19-April 2, 1865|April 3-14, 1865|April 16, 1865|April 23-30, 1865|May 1-14, 1865|May 21-23, 1865|May 28-31, 1865|June 5-11, 1865|June 13-28, 1865|July 2-8, 1865|July 9-16, 1865|July 23-August 5, 1865|August 6-20, 1865|August 27-September 10, 1865|September 17-October 1, 1865|October 8-November 8, 1865|November 12-December 24, 1865|December 25, 1865-January 2, 1866|January 7-28, 1866|February 5-March 1, 1866|March 4-14, 1866|March 18, 1866|March 20-30, 1866|April 1-4, 1866|April 8-22, 1866|April 27-May 20, 1866|May 27, 1866|June 1-9, 1866|June 10-23, 1866|July 8-13, 1866|July 22, 1866|August 5-20, 1866|August 21-September 2, 1866, 1866|September 7-9, 1866|September 11-16, 1866|September 17-23, 1866|September 26-30, 1866|October 7, 1866|October 14-November 4, 1866|November 12-20, 1866|November 25-December 9, 1866|December 10-25, 1866|December 27, 1866-January 13, 1867|January 20-22, 1867|January 23, 1867|January 27, 1867|February 3-11, 1867|February 17-March 3, 1867|March 5-March 17, 1867|March 18-28, 1867|March 31-April 4, 1867|April 5-14, 1867|April 19-28, 1867|May 4-6, 1867|May 7-13, 1867|May 16-27, 1867|May 31-June 6, 1867|June 9-16, 1867|June 18-30, 1867|July 1-4, 1867|July 5-16, 1867|July 17-20, 1867|July 24, 1867|July 25-28, 1867|July 29-August 3, 1867|August 4-6, 1867|August 7-10, 1867|August 11-12, 1867|August 13-14, 1867|August 15-18, 1867|August 19-21, 1867|August 22-25, 1867|August 26-28, 1867|August 29, 1867|August 30, 1867|August 31, 1867","",Primary language: English.,eng,From 1863 to 1867,London (England)
