shelfmark,title,additional_titles,authors,language,language_codes,date,place
LC 14 20.5,Statuta Angliae,Table of contents|Calendar|List of Statutes|Magna Carta|Statutum de Merton|Statuta de Marlebergh|Statuta de Westminster I|Statuta de Gloucester|Explanationes Gloucester|Statuta de Westminster II|Quia emptores|De Religioses|Districtiones scaccarii|Statutum Mercatorum|Statutum de finibus|Statutum de iuratoribus|Statutum de bigamus|Ubi prohibicio regia locum habet|Articuli contra prohibicionem Regis|Quo Waranto novum|De coniunctim feofatis|Modus calumpniandi esson|Modus faciendi homagium|Novi articuli|Statutum Wynton|Articuli Wynton|Statutum de vasto|Statutum de vocatis ad warantum|Novi articuli Wynton|Composicio monete|Statutum de champart|Statutum de champart|Dies communes in banco|Dies communes in dote|Statutem de anno it die bisestili|Statutem de herditate partita|Statutum pro terra|De venientibus|Statutum de prisouibus|De corone,"",Latin,lat,"",England
