shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 117,Alchemical miscellany,"Minera philosophorum, f. 1r|Radius ab umbra, f. 20r|De arte chymica, et eius principiis f. 47r|De lapide philosophorum, f. 60r|Elegantia de opere philosophico, f. 66v|Ex theoriis Joannis Isacci Hollandi, f. 68r|In tractatu primo Oliveris de Oliveriis in cap. 13 de devotione, f. 71r|In bifolio metallico dicitur, f. 73v|Ex aphorismis Gebri, f. 87r|Expositio librorum Gebri et Raimundi Lulli, f. 97r|Expositiones alchemiae Gebri, f. 105r|Collection of short alchemical extracts, f. 152v|Tractatus Io[annis] Belye Angli, f. 158v|In dialogo Demogorgonis et Raimundi de Ligno vitae, f. 167r|Della sferza degl?Alchimisti, f. 169r|De fermento et multiplicatione, f. 181r|Practica, f. 192v|Index rerum notabilium, f. 197r","","Latin, with some Italian",lat|ita,between 1675 and 1725,Italy
