shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 390 Item 1790,Viśvasāroddhāra|विश्वसारोद्धार,"Table, f. Front cover 1 verso","",In Sanskrit,san,"",""
