shelfmark,title,additional_titles,authors,language,language_codes,date,place
1978.5.1,Steam Sloop Wyoming logbook and journal,"The property of Mr. Dwier|A copy of the requisition made on the twenty-seventh day of November 1861|Dimensions of the USS Wyoming|August 4-5, 1862|August 6-8, 1862|August 9-10, 1862|August 11-12, 1862|August 13, 1862|August 14, 1862|August 16, 1862|August 17, 1862|August 18-19, 1862|August 20, 1862|August 22-24, 1862|August 25, 1862|August 26-27, 1862|August 28-29, 1862|August 30-31, 1862|September 1-3, 1862|September 4-6, 1862|September 7, 1862|September 8-10, 1862|September 11, 1862|September 12-13, 1862|September 14-15, 1862|September 16, 1862|September 17-18, 1862|September 19, 1862|September 20-21, 1862|September 22-23, 1862|September 24-25, 1862|September 26-28, 1862|September 29-30, 1862|October 1-2, 1862|October 3, 1862|October 5, 1862|October 6, 1862|October 7-10, 1862|October 11-14, 1862|October 15-17, 1862|October 18-19, 1862|October 20-21, 1862|October 22-23, 1862|October 24-26, 1862|October 27-28, 1862|October 29-30, 1862|October 31, 1862|November 1-2, 1862|November 3-4, 1862|November 5, 1862|November 6-7, 1862|November 8-9, 1862|November 10-12, 1862|November 13, 1862|November 14, 1862|November 15-16, 1862|November 17, 1862|November 18-21, 1862|November 22-24, 1862|November 25-26, 1862|November 27, 1862|November 28, 1862|November 29, 1862|November 30, 1862|December 1-2, 1862|December 3-4, 1862|December 5-7, 1862|December 8-10, 1862|December 11-12, 1862|December 13-15, 1862|December 16-17, 1862|December 19, 1862|December 20-21, 1862|December 22-23, 1862|December 25-27, 1862|December 28-31, 1862|January 1-3, 1863|January 4-6, 1863|January 7-8, 1863|January 9-10, 1863|January 11-12, 1863|January 13-14, 1863|January 15-17, 1863|January 18-22, 1863|January 23-27, 1863|January 28-30, 1863|January 31-February 2, 1863|February 3-6, 1863|February 7-10, 1863|February 11-16, 1863|February 17-20, 1863|February 21-22, 1863|February 23-27, 1863|February 28-March 1, 1863|March 2-6, 1863|March 7-11, 1863|March 12-16, 1863|March 17-21, 1863|March 22, 1863|March 23-25, 1863|March 26-28, 1863|March 29-30, 1863|March 31-April 2, 1863|April 3-7, 1863|April 8-10, 1863|April 11-14, 1863|April 15-19, 1863|April 20-22, 1863|April 23-25, 1863|April 26-27, 1863|April 28-May 1, 1863|May 2-5, 1863|May 6-7, 1863|May 8, 1863|May 9-10, 1863|May 11-1863|May 12-14, 1863|May 15-18, 1863|May 19-21, 1863|May 22-24, 1863|May 25-26, 1863|May 27-30, 1863|May 31-June 1, 1863|June 2-4, 1863|June 5-7, 1863|June 8, 1863|June 9, 1863|June 10-12, 1863|June 13-14, 1863|June 15-17, 1863|June 18-20, 1863|June 21-23, 1863|June 24-28, 1863|June 29-July 3, 1863|July 4, 1863|July 5-6, 1863|July 7-10, 1863|July 11-13, 1863|July 14-16, 1863|July 17-18, 1863|July 19-20, 1863|July 21-23, 1863|July 24-26, 1863|July 27-30, 1863|July 31-August 2, 1863|August 3-6, 1863|August 7-10, 1863|August 11-14, 1863|August 15-19, 1863|August 20-22, 1863|August 23-25, 1863|August 26-28, 1863|August 29-31, 1863","",Primary language: English.,eng,From 1862 to 1863,Philadelphia (Pa.)
