shelfmark,title,additional_titles,authors,language,language_codes,date,place
LJS 438,Neoplatonic and neopythagorean translations,"Proemium, f. 1r|Speusippi Platonis discipuli Liber de Platonis diffinitionibus, f. 3r|Aurea precepta, f. 44r|Symbola, f. 45v|Marsilius Ficinus Iohanni Cavalcanti amico unico salutem dat, f. 46v|Prohemium in opusculo Luciani De sacrificiis e greco in latinum sermonem, f. 51r|De sacrificiis, f. 51v|Antonii Pacini prohemium in opusculo Luciani De laudibus patrie, f. 57v|De laudibus patrie, f. 59v|Clarissimi viri Guarini veronensis ad illustrimum dominum Leonellum estensis de amici et assentatoris differentia liber, f. 63r|Tituli vel quasi argumenta super singulas satyra Iuvenalis, f. 84v|Ossa, f. 85r|Christophori Landini viri clarissimi Oratio de laudibus Maronis in gymnasio florentino habita, f. 85v","Speusippus|Landino, Cristoforo, 1424-1504|Lucian, of Samosata|Lucian, of Samosata|Plutarch|Alcinous, active 2nd century",Latin,lat,circa 1475,Florence
