shelfmark,title,additional_titles,authors,language,language_codes,date,place
1805.003.042,Frederick J. Sorber pocket diary,"August 3, 1861|Hestonville, Philadelphia, Pennsylvania|Harper's Ferry, West Virginia|Camp Jackson|August 17, 1861|August 26-29, 1861|Harper's Ferry, West Virginia|Poolesville, Maryland|October 3-10, 1861|September 28, 1861|Camp Foster|Darnestown, Maryland|October 11-16, 1861|Conrad's Ferry, Dickerson, Maryland|Edwards Ferry, Poolesville, Maryland|October 23, 1861|November 2-28, 1861|Muddy Branch, Maryland|November 23-30, 1861|December 2-5, 1861|Frederick, Maryland|December 9-18, 1861|Frederick, Maryland|Middletown, Maryland|Zouaves|December 19-24, 1861|January 14, 1862|Boonsboro, Maryland|Frederick, Maryland|January 2-30, 1862|February 10-22, 1862|Fort Donelson, Tennessee|February 25-26, 1862|March 1-10, 1862|Sandy Hook, Maryland|March 11-12, 1862|Bunker Hill, Washington, D.C.|March 12-14, 1862|March 14-22, 1862|Winchester, Virginia|March 22-31, 1862|Edinburg, Virginia|March 31, 1862|April 7-17, 1862|Edinburg, Virginia|April 17, 1862|New Market, Virginia|Mount Jackson, Virginia|April 17-19, 1862|Mount Jackson, Virginia|Shenandoah River|April 20-27, 1862|New Market, Virginia|Harrisonburg, Virginia|May 4-7, 1862|Harrisonburg, Virginia|New Market, Virginia|Massanutten Mountain, Virginia|May 7-10, 1862|Gordonsville, Virginia|May 10-13, 1862|Massanutten Mountain, Virginia|New Market, Virginia|Edinburg, Virginia|May 13-23, 1862|Strasburg, Virginia|May 24, 1862|Middletown, Virginia|Winchester, Virginia|May 24-25, 1862|May 25, 1862|Martinsburg, West Virginia|Williamsport, Maryland|May 25-27, 1862|June 11-12, 1862|Falling Waters, West Virginia|Winchester, Virginia|June 12-21, 1862|July 7, 1862|Winchester, Virginia|Front Royal, Virginia|July 7-17, 1862|Warrenton, Virginia|Washington, Virginia|July 16-27, 1862|August 7, 1862|Washington, Virginia|Culpeper, Virginia|August 10-11, 1862|Culpeper, Virginia|August 11-14, 1862|Culpeper, Virginia|Washington, D.C.|August 14-18, 1862|Rappahannock River|August 18-30, 1862|Rappahannock River|Warrenton, Virginia|Manassas, Virginia|August 30-31, 1862|September 1-5, 1862|Alexandira, Virginia|Georgetown, Virginia|September 5-10, 1862|Rockville, Maryland|September 10-13, 1862|Battle of Harper's Ferry|September 13-16, 1862|Frederick, Maryland|Middletown, Maryland|Battle of Harper's Ferry|Middletown, Maryland|Boonsboro, Maryland|October 19, 1862|November 8, 1862|December 2, 1862|November 7, 1862|December 10-13, 1862|Leesburg, Virginia|December 13-17, 1862|Gum Springs, Virginia|Fairfax Station, Virginia|December 17-28, 1862|Fairfax Station, Virginia|December 28, 1862|January 13-18, 1863|January 19-20, 1863|Fairfax Station, Virginia|January 22-23, 1863|January 24, 1863|January 27-29, 1863|March, 1863|Stafford, Virginia|February, 1863|March, 1863|April, 1863|Abraham Lincoln|April 27-29, 1863|April 29-30, 1863|Battle of Chancellorsville|April 30, 1863|May 1, 1863|Battle of Chancellorsville|May 2, 1863|Battle of Chancellorsville|May 3, 1863|Battle of Chancellorsville|May3-4, 1863|Battle of Chancellorsville|May 4-5, 1863|Battle of Chancellorsville|May 5-7, 1863|Battle of Chancellorsville|May7-8, 1863|May 9-11, 1863|May11-18, 1863|June 8, 1863|May 24, 1863|June 3-4, 1863|June 13-19, 1863|June 19, 1863|Leesburg, Virginia|June 23-30, 1863|Leesburg, Virginia|Middletown, Maryland|July 1, 1863|June 5, 1863|Gettysburg, Pennsylvania|Westminster, Maryland|July 5-18, 1863|Frederick, Maryland|July 18-23, 1863|Harper's Ferry, Virginia|July 23-24, 1863|Manassas, Virginia|July  24-26, 1863|Baltimore, Maryland|July 26-31, 1863|July 31, 1863|September 16-19, 1863|September 19-23. 1863|September 23-25, 1863|September 25-28, 1863|September 28, 1863|September 28-29, 1863|September 29, 1863|September 29, 1863|September 30, 1863|September 30, 1863|October 2, 1863|October 2, 1863|October 3, 1863|October 4, 1863|October 5, 1863|October 5, 1863|October 6-11, 1863|October 11-21, 1863|October 21, 1863|October 21, 1863|October 21-26, 1863|Tennessee|October 26-27, 1863|October 27-29, 1863|October 29, 1863|Lookout Mountain, Tennessee|October 29, 1863|Lookout Mountain, Tennessee|October 29, 1863|Lookout Mountain, Tennessee|October 29-30, 1863|Lookout Mountain, Tennessee|October 30-31, 1863|November 21, 1863|Lookout Mountain, Tennessee|November 21-23, 1863|Lookout Mountain, Tennessee|November 24, 1863|Battle of Lookout Mountain|November 24, 1863|Battle of Lookout Mountain|November 24, 1863|Battle of Lookout Mountain|November 24, 1863|Battle of Lookout Mountain|November 24-25, 1863|Battle of Lookout Mountain|November 25, 1863|Battle of Lookout Mountain|November 25-26, 1863|Battle of Lookout Mountain|November 26, 1863|Battle of Lookout Mountain|November 26, 1863|Battle of Lookout Mountain|November 26-27, 1863|Battle of Lookout Mountain|November 27, 1863|Battle of Lookout Mountain|November 27, 1863|Battle of Lookout Mountain|November 27, 1863|Battle of Lookout Mountain|November 27, 1863|Battle of Lookout Mountain|November 27, 1863|Battle of Lookout Mountain|November 27-28, 1863|Battle of Lookout Mountain|November 28-30, 1863|Battle of Lookout Mountain|November 30, 1863|December 1, 1863|Battle of Lookout Mountain|December 1, 1863|Battle of Lookout Mountain","",Primary language: English.,eng,From 1861 to 1863,"Pennsylvania|West Virginia|Virginia|Maryland|Washington, D.C.|Tennessee"
