shelfmark,title,additional_titles,authors,language,language_codes,date,place
"SC MS 0013, Box 8, Folder 1","Benjamin LeRoy Miller Diary, 1891",15-17 November 1891|18-20 November 1891|21-23 November 1891|24-26 November 1891|27-29 November 1891|30 November-5 December 1891|6-9 December 1891|10-19 December 1891|20-22 December 1891|23-26 December 1891|27-30 December 1891|31 December 1891|1 January 1891|2 January 1891|3 January 1891|4 January 1891|5 January 1891|6 January 1891|7 January 1891|8 January 1891|9 January 1891|10 January 1891|11 January 1891|12 January 1891|13 January 1891|14 January 1891|15 January 1891|16 January 1891|17 January 1891|18 January 1891|19 January 1891|20 January 1891|21 January 1891|22 January 1891|23-24 January 1891|25-26 January 1891|27-28 January 1891|29 January 1891|30 January 1891|31 January 1891|1-2 February 1891|3-4 February 1891|5 February 1891|6 February 1891|7 February 1891|8 February 1891|9-10 February 1891|11-12 February 1891|13 February 1891|14-15 February 1891|16-17 February 1891|18 February 1891|19 February 1891|20 February 1891|21 February 1891|22 February 1891|23-24 February 1891|25 February 1891|26-27 February 1891|28 February-1 March 1891|2-3 March 1891|4-5 March 1891|6-7 March 1891|8-9 March 1891|10-11 March 1891|12-13 March 1891|14-15 March 1891|16-17 March 1891|18-19 March 1891|20-21 March 1891|22-23 March 1891|24-26 March 1891|27 March 1891|28-29 March 1891|30-31 March 1891|1 April 1891|2-3 April 1891|4-5 April 1891|6 April 1891|7 April 1891|8-9 April 1891|10-11 April 1891|12-13 April 1891|14-15 April 1891|16 April 1891|17-18 April 1891|19-20 April 1891|21-22 April 1891|23-24 April 1891|25-26 April 1891|27-29 April 1891|30 April-2 May 1891|3-4 May 1891|5-6 May 1891|7-9 May 1891|10-12 May 1891|13-14 May 1891|15-16 May 1891|17-18 May 1891|19-20 May 1891|21-22 May 1891|23-24 May 1891|25-26 May 1891|27-28 May 1891|29-30 May 1891|31 May-1 June 1891|2-3 June 1891|4-5 June 1891|6-7 June 1891|8-9 June 1891|10-11 June 1891|12-13 June 1891|14-15 June 1891|16-17 June 1891|18-19 June 1891|20-21 June 1891|22-23 June 1891|24-25 June 1891|26-27 June 1891|28-29 June 1891|30 June-1 July 1891|2-3 July 1891|4-5 July 1891|6-7 July 1891|8-9 July 1891|10-11 July 1891|12-13 July 1891|14-15 July 1891|16-17 July 1891|18-19 July 1891|20-21 July 1891|22-23 July 1891|24-25 July 1891|26-27 July 1891|28-29 July 1891|30-31 July 1891|1-2 August 1891|3-4 August 1891|5-6 August 1891|7-8 August 1891|9-10 August 1891|11-12 August 1891|13-14 August 1891|15-16 August 1891|17-18 August 1891|19-20 August 1891|21-22 August 1891|23-24 August 1891|25-26 August 1891|27-28 August 1891|29-30 August 1891|31 August-1 September 1891|2-3 September 1891|4-5 September 1891|6-7 September 1891|8-9 September 1891|10-11 September 1891|12-13 September 1891|14-15 September 1891|16-17 September 1891|18-19 September 1891|20-21 September 1891|22-23 September 1891|24-25 September 1891|26-27 September 1891|28-29 September 1891|30 September-1 October 1891|2-3 October 1891|4-5 October 1891|6-7 October 1891|8-9 October 1891|10-11 October 1891|12-13 October 1891|14-15 October 1891|16-17 October 1891|18-19 October 1891|20-21 October 1891|22-23 October 1891|24-25 October 1891|26-27 October 1891|28-29 October 1891|30-31 October 1891|1-2 November 1891|3-4 November 1891|6-7 November 1891|8-9 November 1891|10-12 November 1891|13-14 November 1891,"",Primary language: English.,eng,1891,"Rock Creek, Kansas"
