shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Indic 9,Saṅghayaṇasūtra,"Tables, f. 2v and f. 3r|Table, f. 7r|Table, f. 11r|Table and illustration, f. 13r|Table, f. 15r|Tables, f. 20v and f. 21r|Tables, f. 25v|Tables, f. 32r|Table, f. 36v|Table, f. 40v|Table, f. 42r|Tables, f. 45r|Tables, f. 47v and f, 48r|Tables, f. 48v|Tables, f. 54r","",In Prakrit,"","",""
