shelfmark,title,additional_titles,authors,language,language_codes,date,place
Penn Museum NEP30,Kullīyāt-i Jāmī.|کليات جامى,Kullīyāt-i Jāmī.|Prose introduction|Silsilat al-dhahab|Salāmān va Absāl|Tuḥfat al-aḥrār|Subḥat al-abrār|Yūsuf va Zulaykhā|Laylī va Majnūn|Khiradnāmah-ʼi Iskandarī|Dīvān-i avval|Ghazalīyāt|Dīvān-i s̲ānī|Dīvān-i s̲ālis̲|Bahāristān|Rasāʼil-i Jāmī,"Jāmī, 1414-1492",Persian,per,984 (1576),Iran?
