shelfmark,title,additional_titles,authors,language,language_codes,date,place
CAJS Rar Ms 200,Muqaddimat al-sullam al-maʻrūf. Kitāb Sullam al-muqaffá wa-al-dhahab al-muṣaffá|مقدمة السلم المعروف. كتاب سلم المقفى والذهب المصفى,Muqaddimat al-Sullam|al-Tabṣirah|Muqaddimah allatī waḍaʻahā al-Shaykh al-Asʻad Abū al-Faraj Ibn al-ʻAssāl|Muqaddimah al-mawsūmah bi-al-Kifāyah|Muqaddimat Ibn al-Duhayrī|al-Sullam al-kabīr|[Notations],"Samannūdī, Yuḥannā, 13th century|Ibn Kātib Qayṣar, Ibrāhīm ibn Ṣafī al-Dawlah, active 13th century|Ibn al-ʻAssāl, al-Asʻad Abū al-Faraj Hibat Allāh, active 13th century|Qalyūbī, Al-Wajīh Yuḥannā, active 13th century|Ibn al-Duhayrī, al-Thiqah, active 13th century|Ibn Kubr, Abū al-Barakāt ibn al-Asʻad, -approximately 1363",Arabic and Coptic,ara|cop,1270 A.H. (1854),Egypt
