shelfmark,title,additional_titles,authors,language,language_codes,date,place
CAJS Rar Ms 283,Hādhā majmūʻ fī ʻilm al-taṣrīf.|هذا مجموع في علم التصريف,Hādhā majmūʻ fī ʻilm al-taṣrīf.|Marāḥ al-arwāḥ|[Mabādiʼ fī al-taṣrīf]|Maqṣūd fī al-taṣrīf|ʻAwāmil fī al-naḥw,"Ibn Masʻūd, Aḥmad ibn ʻAlī, active 13th century|Zanjānī, ʻAbd al-Wahhāb ibn Ibrāhīm, active 1257|Jurjānī, ʻAbd al-Qāhir ibn ʻAbd al-Raḥmān, -1078?",Arabic,ara,between 1600 and 1799?,""
