shelfmark,title,additional_titles,authors,language,language_codes,date,place
X892.8 M313,Translation from the French into Persian of Jean Manesca's Six Courses of French Lessons :,Title page|Translation from the French into Persian of Jean Manesca's Six Courses of French Lessons : from Vol. I of 1834 and Vol. 2 of 1835.,"Manesca, John, approximately 1780-1838|Manesca, John, approximately 1780-1838",Persian,per|eng,1846,New York
