shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 742 Folder 89,Alvise Mocenigo I notice,"","Mocenigo, Alvise I, 1507-1577","In Italian, with some Latin",ita|lat,"",""
