shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 196,Letters addressed to Pietro Vettori :,"Letters addressed to Pietro Vettori, Item 1, f. 1r|Transmitting|On Vettori's commentary to Demetrius' Liber de elocutione, Item 3, f. 1r|On business affairs in France, Item 4, f. 1r|Describing trip from Bologna to Carcassone, Item 5, f. 1r|On translation of Cicero into Tuscan, Item 6, f. 1r|On Vettori's reputation in France, Item 7, f. 1r","Vettori, Pietro, 1499-1585|Alamanni, Luca|Dovizi, Marco Antonio|Minutoli, Giovanni Battista|Rucellai, Carlo|Ubaldini, Lelio",In Italian,ita,"",""
