shelfmark,title,additional_titles,authors,language,language_codes,date,place
Or 4227,"Tana""kh (תנ""ך)",Masoretic list|Genesis|Exodus|Leviticus|Numbers|Deuteronomy|Joshua|Judges|Samuel|Kings|Jeremiah|Exekiel|Isaiah|Hosea|Joel|Amos|Obadiah Jonah|Micah|Nahum|Habakuk|Zephaniah|Haggai|Zechariah|Malachi|Masoretic lists relating to Hagiographa|Ruth|Psalms|Job|Proverbs|Ecclesiastes|Song of Songs|Lamentations|Esther|Daniel|Ezra|Chronicles|Masoretic list.,"",Hebrew,he,"",France
