shelfmark,title,additional_titles,authors,language,language_codes,date,place
Harley MS 5705,Perush Seder mo῾ed (פירוש סדר מועד),῾Eruvin|Pesaḥim|Yom ha-kipurim|Sukah|Yom ṭov|Rosh ha-Shanah|Ta῾anit|Megilah|Mashḳin|Ṭum᾿ah|Hilkhot Sefer Torah|Hilkhot mezuzah|Hilkhot tefilin|Hilkhot tsitsit|Hilkhot sheḥiṭat ḥulin,"",Hebrew,he,"",Italy
