shelfmark,title,additional_titles,authors,language,language_codes,date,place
Or 4536,Kovets (קובץ),Derush ha-taninim דרוש התנינים|Zamir ῾aritsim ya῾aneh  	זמיר עריצים יענה|Ḥibur חבור (חלק),"",Hebrew,he,"",""
