shelfmark,title,additional_titles,authors,language,language_codes,date,place
Halper 40,"Targum Onḳelos, Leviticus 4:10-8:","","",Official Aramaic (700-300 BCE); Imperial Aramaic (700-300 BCE),arc,"",Europe
