shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 1150,"Itinerarium et vitae curriculus, das ist seine völlige Reis-Beschreibunge und gantzer Lebenslauff, sampt einigen merckwürdigen Begebenheitten und Anzaigungen derer iedes orthsbefindlichen Raritäten","Genealogical information, Flyleaf 1 recto|Synopsis actionum, f. 1r|Life and travels of Pastorius, f. 1r|Description of Erfurt, f. 2r|Description of German cities, f. 11v [=9v]|Description of Ferrara, f. 14v [=12v]|Description of Rome, f. 21r [=19r]|Description of Venice, f. 32r [=31r]|Description of Padua, f. 34r [=33r]|Latin poem, f. 40v [=39v]|Description of Lyon, f. 41v [=40v]|Description of Geneva, f. 42r [=41r]|Description of Basel, f. 43r [=42r]|Genealogical chart, f. 49r [=48r] (Unrotated)|Genealogical chart, f. 49r [=48r] (Rotated)|Compendium of poetry and prose, f. 49v [=48v]|Passage on Count Georg Friedrich and his family, f. 50v [=49v]|Passage on Windesheim, f. 60v [=58v]|Acrostic, f. 63v [=61v]|Acrostic, f. 68r [=66r]|Acrostic, f. 73r [=71r]|Acrostic, f. 74v [=72v]|Acrostic, f. 80v|Passage on William Penn, f. 89r|Acrostic, f. 91v|Acrostic, f. 92r [=93r]|Acrostic, f. 95v [=96v]|Acrostic, f. 98r [=99r]|Acrostic, f. 100r [=101r]|Acrostic, f. 103r [=104r]|Acrostic, f. 104r [=105r]|Description of Pastorius family, f. 111r [=112r]|Passage on Rothenburg ob der Tauber, f. 144r [=145r]|Acrostic, f. 145v [=146v]|Passage on Julius Caesar, f. 155r [=157r]|Passage on Tiberius Nero, f. 155v [=157v]|Passage on Joseph Arimathea, f. 157r [=159r]|Passage on Mark the Evangelist, f. 159r [=161r]|Passage on Origen, f. 165r [=167r]|Passage on Augustine, f. 174v [=176v]|Passage on Friedrich Barbarossa, f. 189r [=191r]|Passage on Martin Luter, f. 198r [=200r]|Historical chronology, 1559-1576, f. 205r [=207r]|Passage on Leopold I, f. 214v [=216v]|Passage on Paris, f. 220r [=222r]|Passage on England, f. 221r [=223r]|Passage on rulers of Brandenburg, f. 223r [=225r]|Acrostic, f. 231r [=233r]|Passage on William Penn, f. 232r [=234r]|Index of names, f. 239r [=241r]","","German and Latin, with some words or phrases in Greek (f. 51r, 96r, 121v, 125v, 205r)",ger|lat grc,ca. 1694-1698,Windesheim
