shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 1261,"The particulars of each person's estate, as appears by the township and ward assessors' returns as follows","Table of contents, i recto|Frankford and New Hanover Twp., 1 recto|Douglas Twp., 7 verso|Limerick Twp., 11 verso|Frederick Twp., 15 verso|Upper Hanover Twp., 18 verso|Marlborough Twp., 23 recto|Lower Salford Twp., 25 verso|Upper Salford Twp., 28 recto|Perkiomen and Skipacke Twp. 31 recto|Worcester Twp., 34 verso|Norriton Twp., 38 verso|Providence Twp., 42 recto|Lower Dublin Twp., 49 recto|Bibury Twp., 54 recto|Hattfield Twp., 56 verso|Roxborough Twp., 59 recto|Upper Dublin Twp., 61 verso|Blockley Twp., 65 recto|Gwinedd Twp., 68 verso|Towamencin Twp., 72 verso|Franconia Twp., 75 verso|Horsham Twp., 78 recto|Whitpain Twp., 81 verso|Montgomery Twp., 85 verso|Bristol Twp.. 87 verso|Oxford Twp., 90 verso|Abington Twp., 93 verso|Manor of Moorland, 97 verso|White Marsh Twp., 104 recto|Plymouth Twp., 108 recto|Springfield Twp., 110 recto|Creesham Twp., 112 recto|Germantown Twp., 115 verso|Cheltenham Twp., 123 verso|Lower Merion Twp., 125 verso|Upper Merion Twp., 130 verso|Moyamencin Twp., 133 verso|Parsyank Twp., 135 recto|Kingssessin Twp., 137 recto|Northern Liberties West Part, 139 verso|Northern Liberties East Part, 146 recto|Southwark, 156 recto|City, Middle Ward, 168 recto|City, Walnut Ward, 177 verso|City, Chesnut Ward, 181 recto|City, High Street Ward, 184 verso|City, Mulberry Ward, 189 verso|City, Lower Delaware Ward, 210 verso|City, North Ward, 215 recto|City, South Ward, 226 recto|City, Dock Ward, 231 recto|City, Upper Delaware Ward, 246 recto|Propriators, 251 recto","","","",1767,Philadelphia
