shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS 2,De regimine principum,"Preface to De regimine principum|Table of chapters, Bk. I, part 1: Incipiunt capitula prime partis libri primi|De regimine principum|Table of chapters, Book II, part 2 through Book III, part 2: Incipiunt Rubrice capitulorum secundae partis secundi libri de regimine principum|Office of Saint Catherine: Officium beate Katerine uirginis quod ordinauit dominus Johannes papa xxii...|Blank, faint palimpsest","",Latin,lat,"",France
