shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis E 99,"Book of Hours, Use of Rome","Calendar|Hours of the Cross|Hours of the Holy Spirit|Mass of the Virgin followed by Gospel Lessons|Hours of the Virgin, Use of Rome|Hours of the Virgin to be recited during Advent|Penitential Psalms, Litany, and Prayers|Office of the Dead|Obsecro te|O intemerata followed by Stabat mater","",Latin,lat,"","Bruges, Belgium"
