shelfmark,title,additional_titles,authors,language,language_codes,date,place
Halper 62,Judeo-Arabic commentary on Daniel 9-12 ; Judeo-Arabic essay on messianic eras,"","",Official Aramaic (700-300 BCE); Imperial Aramaic (700-300 BCE); Judeo-Arabic; Hebrew,arc|jrb heb,"",Orient
