shelfmark,title,additional_titles,authors,language,language_codes,date,place
Or 2786,"Torah, hafṭarot u-megilot (תורה, הפטרות ומגילות)",Exodus|Leviticus|Numbers|Deuteronomy|Hafṭarot for the four Sabbaths|Hafṭarot for Passover|Hafṭarot for Pentecost|Hafṭarot for the 9th of Av|Hafṭarot for the New Year|Hafṭarot for Yom Kipur|Hafṭarot for Sukot|Esther|Song of Songs|Ruth|Lamentations|Ecclesiastes,"",Hebrew,he,"",""
