shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 743,Carmen paschale,"Carmen paschale, f. 1r|Contra superbos, f. 47r|Contra avaros, f. 47v|Oratio quam dicitur edidisse Prudentius poeta, f. 48r|Epigrammata ex sententiis S. Augustini, excerpt on the nature of sin, f. 49r|On Socrates, f. 50r|Stelliferi conditor orbis, f. 50v|Se totum invenit perfusum etiam pro verberibus quae, f. 51r|Summa quies nil velle supia qui postulat usus, f. 51v|Notes on the order of the liturgy, f. 59r|Prayer to Jesus Christ and Pro peccatis, f. 62r|De sanctis specialiter privilegiatis, f. 62v|Acrostic poem about monastic life, Carthusian, f. 64r|Poem/prayer, f. 64v|[Versus?] beati Thomae de Aquino de laude cellae, f. 65r|Historia de Transfiguratione domini salvatoris, f. 66r","Sedulius, 5th cent|Matthew, of Vendôme, b. ca. 1130|Prudentius, b. 348|Prosper, of Aquitaine, Saint, ca. 390-ca. 463|Boethius, d. 524",Latin,lat,between 1450 and 1499,Germany
