shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis E 179,Prayer Book,"Devotional text, unidentified|Erasmus, Prayer to the Virgin|Erasmus, Prayer for Receiving Communion|Erasmus, Paraphrase of Luke|Marco Girolamo Vida, Christiad|Marco Girolamo Vida, Christiad|Prudentius, Hymn for the Epiphany|Marco Girolamo Vida, Christiad|Prudentius, Hymn for Holy Innocents|Marco Girolamo Vida, Christiad|Erasmus, Paraphrase of Matthew|Prudentius, Hymn for before meals (""Ante cibum hymnus"")|Marco Girolamo Vida, Christiad|Marco Girolamo Vida, Christiad|Erasmus, Paraphrase of Luke|Prudentius, Hymn for after meals|Erasmus, prayer: ""Iesu fons bonorum""|Erasmus, Paraphrase of John|Erasmus, Prayer for Docility|Erasmus, Paraphrase of John|Marco Girolamo Vida, Christiad|Erasmus, Paraphrase of Luke|Erasmus, Prayer for Penance|Marco Girolamo Vida, Christiad|Erasmus, Prayer against Temptation|Erasmus, Prayer of Thanksgiving for Victory|Erasmus, Prayer for Serious Illness|Erasmus, Prayer to Our Father, Our Father|Marco Girolamo Vida, Christiad|Erasmus, Prayer to Our Father, Thy Kingdom Come|Erasmus, Prayer to Our Father, Thy Will be Done|Erasmus, Prayer to Our Father, Our Daily Bread|Erasmus, Prayer to Our Father, And Forgive Us|Erasmus, Prayer to Our Father, And Lead us Not into Temptation|Erasmus, Prayer to Our Father, But Deliver us from Evil|Erasmus, Prayer to God the Father|Erasmus, Prayer to God the Son|Erasmus, Prayer to God the Holy Spirit|Erasmus, Prayer to Jesus Son of the Virgin","",Latin,lat,"",Flanders?|Northern Germany?
