shelfmark,title,additional_titles,authors,language,language_codes,date,place
10a 212,De regimine regum et principum,"[Book 1, Part 1 chapter list]|[Book 1, Part 1]|[Book 1, Part 2 chapter list]|[Book 1, Part 2]|[Book 1, Part 3 chapter list]|[Book 1, Part 3]|[Book 2, Part 1 chapter list]|[Book 2, Part 1]|[Book 2, Part 2 chapter list]|[Book 2, Part 2]|[Book 2, Part 3 chapter list]|[Book 2, Part 3]|[Book 3, Part 1 chapter list]|[Book 3, Part 1]|[Book 3, Part 2 chapter list]|[Book 3, Part 2]|[Book 3, Part 3 chapter list]|[Book 3, Part 3]","",Latin,lat,"","Lombardy?, Italy"
