shelfmark,title,additional_titles,authors,language,language_codes,date,place
SC MS 0014 01.06,"William L. Estes, Jr. Diaries of Army Service in France",Title page|3 July 1918|4 July 1918|5 July 1918|6 July 1918|7 July 1918|8 July 1918|9 July 1918|10 July 1918|11 July 1918|12 July 1918|13 July 1918|14 July 1918|15 July 1918|16 July 1918|17 July 1918|18 July 1918|19 July 1918|20 July 1918|21 July 1918|22 July 1918|23 July 1918|24 July 1918|27 July 1918|28 July 1918|29 July 1918|30 July 1918|31 July 1918|1 August 1918|2 August 1918|3 August 1918|4 August 1918,"",Primary language: English.,eng,1918,Pennsylvania
