shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS Or 359,Collection of works on Arabic grammar.,[Collection of works on Arabic grammar].|Kāfiyah / Ibn al-Ḥājib|Fī al-ḥurūf allatī tajurru al-asmāʼ faqaṭ|ʻAwāmil fī al-naḥw / ʻAbd Qāhir ibn ʻAbd al-Rahmān Jurjānī|Taṣrīf al-ʻIzzī|Asʼilah fī al-naḥw|Asʼilah fī al-ṣarf|Kitab al-mukhtaṣarāt,"Ibn al-Ḥājib, ʻUthmān ibn ʻUmar, 1175-1249|Jurjānī, ʻAbd al-Qāhir ibn ʻAbd al-Raḥmān, -1078?|Zanjānī, ʻAbd al-Wahhāb ibn Ibrāhīm, active 1257",Arabic and Persian,ara|per,17--?,Iran?
