shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS Or 305,Hādhihi risālah fī al-ḥisāb ...|هذه رسالة في الحساب,Hādhihi risālah fī al-ḥisāb …|Mukhtaṣar ḥāwin li-mā bi-Talkhīṣ Ibn al-Bannāʼ / Ibn al-Hāʼim|Risālah mukhtaṣarah adhkuru fī-hā asmāʼ al-rusūm al-marsūmah ʻalá al-ālah al-musammāh bi-al-asṭurlāb al-shamālī dhāt ṣafāʼiḥ wa-baʻḍ aʻmālihā.|Sharḥ mukhtaṣar al-Tuffāḥah fī ʻilm al-misāḥah.,"Ibn al-Hāʼim, Aḥmad ibn Muḥammad, -1412|Ibn al-Bannāʼ, Aḥmad ibn Muḥammad, 1256?-1321?|Dimashqī, ʻAbd al-Laṭīf ibn Aḥmad|Ashʻarī, Aḥmad ibn Muḥammad, active 11th century-12th century",Arabic,ara,1719-1720,Turkey
