shelfmark,title,additional_titles,authors,language,language_codes,date,place
Folio GrC St812 Ef512g,Partial copy of Chronicon.,Strabonis illustrissimi scriptoris Geographia decem et septem libros co[n]tinens|Index|[Partial copy of Chronicon],"Sigebert, of Gembloux, approximately 1030-1112|Sigebert, of Gembloux, approximately 1030-1112",Latin,lat,between 1475 and 1499?,Belgium
