shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis E 102,"Book of Hours, Use of Rome","Calendar|Prayer to the Holy Face, ""Salve sancta facies …""|Hours of the Cross|Hours of the Holy Spirit|Mass of the Virgin|Hours of the Virgin, Use of Rome|Penitential Psalms, Litany, and Prayers|Office of the Dead|Obsecro te|The Passion according to Saint Matthew|The Passion according to Saint Mark|The Passion according to Saint Luke|The Passion according to Saint John","",Latin,lat,"","Bruges?, Flanders"
