shelfmark,title,additional_titles,authors,language,language_codes,date,place
*U Eng Maitland 12049.F,"The history of London, from its foundation by the Romans, to the present time. :Containing a faithful relation of the publick transactions of the citizens; accounts of the several parishes; parallels between London and other great cities; its governments, civil, ecclesiastical and military; commerce, state of learning, charitable foundations, &c. With the several accounts of Westminster, Middlesex, Southwark, and other parts within the Bill of Mortality. In nine books. The whole illustrated with a variety of fine cuts. With a compleat index.","Annotations|Verso of plate, annotations|Newspaper advertisements|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Newspaper clipping insert, annotations|Folded newspaper article and illustration|Unfolded newspaper article and illustration|Newspaper clipping insert 1907, annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Insert of handwritten text, annotations|Verso of insert, annotations|Annotations|Verso of plate, newspaper clipping pasted in, annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Verso of printed insert, annotations|Insert, list of inhabitants, annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Newspaper clipping insert, annotations|Verso of newspaper insert, annotations|Verso of insert, annotations|Annotations|Annotations|Annotations|Verso of plate, newspaper clipping pasted in, annotations|Annotations|Annotations|Annotations|Annotations|Loose handwritten scrap of paper, annotations|Verso of loose handwritten scrap of paper, annotations|Annotations|Annotations|Verso of plate, annotations|Annotations|Annotations|Annotations|Annotations|Book III|Book IV|Annotations|Book V|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Book VI|Annotations|Annotations|Annotations|Annotations|Annotations|backside of plate|Verso of plate|Verso of plate|Annotations|Verso of plate|Inserts, annotations|Verso of inserts|Newspaper clipping, annotations|Verso of newspaper clipping|Verso of plate|Letter insert, annotations|Letter insert, annotations|Verso of letter Insert, annotations|Handwritten insert|annotations|Handwritten insert|Handwritten Insert, annotations|newspaper clipping, annotations|Handwritten insert, annotations|Verso of handwritten Insert, annotations|Handwritten Insert, annotations|Verso handwritten Insert, annotations|Verso of plate, annotations|Page 1 of ""A Perspective View of the Collegiate Church of St Peter Westminster""|Page 2 of ""A Perspective View of the Collegiate Church of St Peter Westminster""|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Inserts: Noblemen's Homes, Persons of Note, Charity Schools|Book VIII|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Book IX, annotations|Handwritten Insert, annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Annotations|Back Cover|Spine","",Primary language: English.,eng,1739,"London [England]: : Printed by Samuel Richardson, in Salisbury-Court near Fleetstreet., MDCCXXXIX. [1739]"
