shelfmark,title,additional_titles,authors,language,language_codes,date,place
Misc Mss Box 11 Folder 5,Miscellaneous manuscripts,"","Lempereur, Jacques|Tarride, Bertran de|St. Germain, Jehan de",In French,frm,"",""
