shelfmark,title,additional_titles,authors,language,language_codes,date,place
Add MS 5242,Polyglot Bible and fragments of liturgical texts.,"","","Hebrew; Latin; Modern Greek (1453-); Classical Syriac; Syriac; Jewish Babylonian Aramaic (ca. 200-1200 CE); Arabic; Persian; Geez; Coptic; Castilian, Spanish; Italian; French; German",he|la gre syc syr tmr ara per gez cop spa ita fr ger,"",""
