shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis O 87,Three poems on piety.,[Three poems on piety].|Maslak al-akhyār|Tuḥfat al-naṣāyiḥ|Madḥ-i mashāyikh,"Rājū Qitāl, Yūsuf, -1372 or 1373",Persian,per,1261 A.H. (1845),India?
