shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 478,Opere,"Instruzzione per il lettore, p. 6 [=2]|Index, p. 17 [=13]|Alphabetical index, p. 25 [=19]|Vita della Santissima Vergine Maria, p. 41 [=35]|Vita di S. Anna, p. 229 [=219]|Vita di S. Maria Maddalena, p. 244 [=234]|Vita di Santa Tecla, p. 273 [=263]|Vita di S. Cecilia, p. 281 [=271]|Vita di S. Apollonia, p. 293 [=283]|Vita di S. Agata, p. 299 [=289]|Vita di S. Margarita, p. 308 [=298]|Vita di S. Barbara, p. 318 [=308]|Vita di S. Dorotea, p. 328 [=318]|Vita di S. Susanna, p. 339 [=329]|Vita di S. Cristina, p. 652 [=342]|Vita di S. Agnese, p. 362 [=352]|Vita di S. Emerensiana, p. 367 [=357]|Vita di S. Lucia, p. 372 [=362]|Vita di S. Caterina, p. 381 [=371]|Vita di S. Orsola, p. 404 [=394]|Verses on seraphim and archangels, p. 411 [=401]|Dialogo del angelo con l?anima, p. 459 [=449]|Rappresentazioni di virtu? ..., p. 468 [=458]|Rappresentazioni intitolata inganni della propria opinione, p. 533 [=523]|Elogio sopra la santissima Umanita? di Giesu Cristo, p. 577 [=567]|Discorso della peste, p. 612 [=602]|Montalvo?s autobiography in verse, written under obedience, at the order of her confessor, p. 659 [=649]|Sentenze, massime, riccordi, discorsi, trattati, orazione, lettere ... in prosa, p. 769 [=759]","",Italian,"",1673,Florence
