shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 85,Bullarium Augustinianum,"","Martin V, Pope, 1368-1431|Boniface VIII, Pope, d. 1303|Clement VI, Pope, ca. 1291-1352|Urban VI, Pope, 1318-1389|Sixtus IV, Pope, 1414-1484|Eugene IV, Pope, 1383-1447|Nicholas V, Pope, 1397-1455|Franciotus, Georgius|Paul II, Pope, 1417-1471|Innocent IV, Pope, ca. 1200-1254|Alexander VI, Pope, 1431-1503|Julius II, Pope, 1443-1513|Alexander IV, Pope, d. 1261|Antonius, de Recaneto|Pius II, Pope, 1405-1464",Latin,lat,circa 1506,"Crema?, Italy"
