shelfmark,title,additional_titles,authors,language,language_codes,date,place
Penn Museum NEP33,Khamsah.|خمسه,Khamsah|Makhzan al-asrār|Colophon|Khusraw va Shīrīn|Colophon|Haft Paykar|Colophon|Laylī va Majnūn|Colophon|Sharafʹnāmah|Colophon|Iqbalʹnāmah|Colophon,"Niẓāmī Ganjavī, 1140 or 1141-1202 or 1203",Persian,per,990-992 A.H. (1582-1584),Shīrāz
