shelfmark,title,additional_titles,authors,language,language_codes,date,place
CAJS Rar Ms 175,Muqaddimat al-Rasāʼil Būlus.|مقدمة الرسائل بولس,al-Kitāb al-musammá bi-al-Durr al-muntakhab li-Yūḥannā al-Dhahabī|Muqaddimat Rasāʼil Būlus.,"Ibn al-ʻAssāl, al-Muʼtaman Abū Isḥāq Ibrāhīm, active 13th century|John Chrysostom, Saint, -407",Arabic,ara,between 1750 and 1800?,""
