shelfmark,title,additional_titles,authors,language,language_codes,date,place
Misc Mss Box 2 Folder 26,Miscellaneous manuscripts,"","Borgia family|Borgia, Giovanni|Borgia, Ludovicus|Borgia, Stefano, 1731-1804","In Italian, with 1 document each in Latin and Spanish",ita|lat spa,"",""
