shelfmark,title,additional_titles,authors,language,language_codes,date,place
Oversize LJS 184,Liber ethimologiarum,"Prefatory material, f. 1r|Liber I, De grammatica, f. 3r|Liber II, De rhetorica et dialectica, f. 16r|Liber III, De mathematica, De musica, f. 26r|Liber IV, De astronomia, f. 31r|Liber V, De medicina, f. 35r|Liber VI, De legibus et temporibus, f. 39r|Liber VII, De libris et officiis ecclesiasticis, f. 47v|Liber VIII, De deo, angelis, et sanctis, f. 57r|Liber IX, De ecclesia et sectis, f. 68r|Liber X, De linguis, gentibus, regnis, militia, civibus, affinitatibus, f. 77r|Liber XI, De vocabulis, f. 87r|Liber XII, De homine et portentis, f. 95r|Liber XIII, De animalibus, f. 102v|Liber XIV, De mundo et partibus, f. 114r|Liber XV, De terra et partibus, f. 120v|Liber XVI, De aedificiis et agris, f. 129r|Liber XVII, De lapidis et metallis, f. 137r|Liber XVIII, De rebus rusticis, f. 147v|Liber XIX, De bello et ludis, f. 158r|Liber XX, De navibus, aedificiis, et vestibus, f. 164r|Liber XXI, De domo et instrumentis domesticis, f. 173v|Additions from Bede's De temporum ratione, f. 178v","Isidore, of Seville, Saint, d. 636|Bede, the Venerable, Saint, 673-735",Latin,lat,between 1265 and 1299,Catalonia
