shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis E 100,"Book of Hours, Use of Rome","Calendar|Hours of the Holy Spirit|Hours of the Cross|Mass of the Virgin|Hours of the Virgin|Penitential Psalms, Litany, and Prayers|Office of the Dead|Prayer, O intemerata|Prayer, Obsecro te","",Latin,lat,"",Flanders
