shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 1662,Chemical characters from several authors.,Title page|[Unidentified Latin list]|Mineral substances|Characters from Basil Valentine|Alphabet of characters|Chemical signs|A synopsis of the chemical characters adapted to the new nomenclature|The substance of two memoirs on the characters to be used in chemistry,"Adet, Pierre-Auguste, 1763-1832|Berthollet, Claude-Louis, 1748-1822|Fourcroy, Antoine-François de, comte, 1755-1809|Hassenfratz, J. H. 1755-1827|Jackson, William|Lavoisier, Antoine Laurent, 1743-1794|Lettsom, John Coakley, 1744-1815|Ludolf, Hieronymus von, 1708-1764|Basilius Valentinus","English, with definitions and terms in Latin and a single word in Greek",eng|lat gre,1769-1809,England
