shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 390 Item 1777,Keśvapaddhati udāharaṇa|केशवपद्धति उदाहरण,"Table, f. 1r|Table, f. 3r|Table, f. 5r|Table, f. 5v|Table, f. 6v|Table, f. 9v|Table, f. 10v|Tables, f. 11v and f. 12r|Table, f. 12v|Tables, f. 14v and f. 15r|Table, f. 16r|Tables, f. 16v and f. 17r|Tables, f. 17v and f. 18r|Tables, f. 18v and f. 19r|Tables, f. 19v and f. 18r [=20r]|Table, f. 19r [=21r]|Table, f. 23r [=25r]|Table, f. 24v [=26v]|Table, f. 25v [=27v]|Table, f. 27v [=29v]|Empty table, f. 28v [=30v]|Table, f. 31r [=33r]|Table, f. 32r [=34r]|Table, f. 34r [=36r]|Tables, f. 34v [=36v] and f. 35r [=37r]|Table, f. 35v [=37v] and f. 36r [=38r]",Viśvanātha,In Sanskrit,san,"",""
