shelfmark,title,additional_titles,authors,language,language_codes,date,place
Rendel Harris 44b,Leonardo Arentino Bruni manuscript,"Leonardus Brunus, De studiis et litteris|Petrus Candidus Decembrius, Epistola ad Michaelem Pizzolpasso|Epigrams on the death of Johannes Baptista de Bove","",Latin,lat,"",Italy?
