shelfmark,title,additional_titles,authors,language,language_codes,date,place
Oversize Ms. Codex 708,Sancti Augustini opera quaedam :,"De pastoribus, f. 1r|De ovibus, f. 9v|De laude et exhortatione viduitatis, f. 23r|Retractatio in libro ad horosium contra priscillianistas, f. 36r|Commonitorium ad sanctum Augustinum de priscillianistis et origenis errore, f. 36r|Responsio ad orosium de priscillianistis et origenis errore, f. 37v|Retractatio in libro de correctione donatistarum, f. 43r|[Liber] de correctione donatistarum, f. 43r|Retractatio in libro de fide et operibus, f. 58r|De fide et operibus, f. 58r|[Liber] de dialectica, f. 79r|Cathegorie translate a beato Augustino de greco in latinum, f. 87r|Commonitorium ad universam ecclesiam destinatum sub qua cautela manichei si conversi fuerint suscipi debeant , f. 102v|Epistola de fide contra Euticianistas de duobus naturis in una persona domini nostri Iesu Christi, f. 104r|Collatio trinitatis, f. 106r|Catalogus operum, f. 109r","Augustine, of Hippo, Saint, 354-430|Aristotle|Ambrose, Saint, Bishop of Milan, d. 397|John II, Pope, d. 535|Orosius, Paulus|Possidius, Saint","Latin, with some lines of Greek",lat,11--,Pontigny
