shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis E 47,Bible Commentary,"Expositio in Canticum canticorum|Theological treatise beginning: Credo deum omnia posse . . .|Unidentified short text about the Seven Sins|S. Hieronymus, Contra Jovinianum|S. Hieronymus, Contra Rufinum|Lucianus, Compariatio Alexandri, Hannibalis et Scipionis, translated from Greek into Latin by Aurispa|S. Hieronymus, De prima essentia divinatis Dei|S. Hieronymus, De XV signis Judicii|Seneca. Proverbia, alphabetice|Excerpt from Petrus de Riga, Aurora|Florilegia from Church Fathers (fol. 129r-146v)|Florilegia from Ambrosius|Florilegia from Sermons of Jerome|Florilegia from Augustine|Florilegia from Jerome|Florilegia from Gregory|Florilegia from Bernard|Florilegia from Chrysostom","",Latin,lat,"",Germany
