shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis O 33,Majmūʻah.|[مجموعة],[Majmūʻah].|Taʻlīm al-mutaʻallim fī ṭarīq al-taʻallum / Burhān al-Dīn al-Zarnūjī|Chahal kalimah|Qaṣīdah / ʻAlī al-Dīn al-Turkistānī|Qaṣīdat Yaqūlu al-ʻabd|[Selection of sayings in prose from the Prophet and Imams]|Niṣāb al-ṣibyān / Abū Naṣr Muḥammad Badr al-Dīn al-Farāhī|al-Qaṣīdah al-Ṭanṭarānīyah / Aḥmad ibn ʻAbd al-Razzāq al-Ṭanṭarānī|al-Qaṣīdah al-Naẓīrah|[Selection from Mukhtār al-Ṣiḥāḥ with the heading Qāʻidat al-nafīsah],"Zarnūjī, Burhān al-Dīn, active 12th century-13th century|Turkistānī, ʻAlī al-Dīn|Farāhī, Abū Naṣr Muḥammad Badr al-Dīn|Ṭanṭarānī, Aḥmad ibn ʻAbd al-Razzāq, active 11th century|Rāzī, Muḥammad ibn Abī Bakr, active 1261",Arabic and Persian,ara|per,between 1675 and 1750?,""
