shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS 55,Epistulae; Adversus Vigilantium; and De Perpetua virginitate beatae mariae adversus Helvidium,"Hugo de claustro anime in duodecima abusione|Registrarum epistalarum s. hieronimi,|Anno domini 420, Beethleem Jeronimus. Nota,|Epistola gloriosi Ieronimi ad Anthonium monachum|Epistola gloriosi Jeronimi ad Rusticum monachum,|Hieronimus ad Nepotianum presbiterum de institutione clericorum,|Hieronimus ad heliodorum|Hieronimus ad paulinum presbiterum de institutione clericorum et monachorum|Hieronimus ad Oceanum de vita clericorum,|Hieronimi ad oceanum de unius <mo?>ris vno. De conuersatione clericorum,|Epistola Hieronimum ad Anigam spanum ad humilitatem et patientiam prouocans,|Hieronimus ad marcellam de decem nominibus quibus apud ebrios deus uocare,|Hieronimo ad Marcellam de muneribus,|Prologus in epistolam sequentem,|Hieronimi epistola ad matrem et filiam,|Ieronimi epistola consolatoria ad paulam de dormitione filie eius,|Hieronimi ad principiam romanam uirginem,|Epistola sancti Hieronimi ad Exsuperancium,|Hieronimi ad tranquilium quomodo Originem lege debeat,|Epistola Pamachii ad gloriosum Ieronimum,|Epistola Hieronimi presbiteri ad pamachium et Oceanum [modo?] sequitur|Epistola Hieronimi contra vigilancium presbiterum in quo eius blasphemiam arguit|Hieronimus ad Riparium presbiterum contra Vigilantium,|Hieronimus aduersus Vigilantium,|Hieronimus ad Innocentium presbiterum de muliere septies percussa et mirabiliter preservata,|Hieronimus ad Pamachium de optimo genere interpretandi,|Incipit liber sancti Hieronimi contra Helvidium de sancte marie virginitate et castitate,|Incipit liber uigilarum gloriosi Ieronimi,|Epistola sancti Hieronmini paule et eustochie ad marcellam exhortatoria de sanctis locis iherusalem,|Epistola sancti hieronimi ad pamaochium et oceanum,|Epistola sancti Jeronimi ad Saninianum [sic] choortatoria ad penitentiam agendam,|Incipt liber ad furiam de viduitate seruanda,|Epistula beati Ieronmi ad Excellentiam matronam|Epistola sancti Hieronimi ad letam de nutriendis particulis,|Alphabetical subject index|Jeronimus ad demetriadem virginem,","",Latin; Ancient Greek (to 1453),lat|grc,"","Southern Germany, perhaps Regensburg"
