shelfmark,title,additional_titles,authors,language,language_codes,date,place
Rendel Harris 56,Muʻīn al-muftī ʻalá jawāb al-mustaftī.|معين المفتي على جواب المستفتي,Table of contents|Muʻīn al-muftī ʻalá jawāb al-mustaftī.|Mukhtaṣar al-Wiqāyah,"Khaṭīb al-Tamartāshī, Muḥammad ibn ʻAbd Allāh, 1532 or 1533-1595 or 1596|Maḥbūbī, ʻUbayd Allāh ibn Masʻūd, -1346 or 1347",Arabic,ara,1718-1719,""
