shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis E 94,"Book of Hours, Use of Paris","Faint inscriptions, in French|Catalog clipping|Calendar, in French, Use of Paris|Gospel lessons|Obsecro te|Hours of the Virgin, Matins|Hours of the Cross (beginning lacking)|Hours of the Virgin (Lauds to Compline; None lacking and Vespers inserted elsewhere in manuscript)|Office of the Dead (first portion)|Penitential Psalms, Litany, and Prayers (misbound)|Hours of the Virgin, Vespers, followed by Suffrage to Saint Catherine (misbound)|Office of the Dead (continued)|Fifteen Joys of the Virgin (in French)|Seven Requests to our Lord (in French; beginning lacking)|Faint inscriptions, in French","",Latin; Middle French (ca. 1400-1600),lat|frm,"",France
